word_id,word
1154,3097
1155,3158
1156,3217
1157,3983
1158,3990
1159,4242
1160,342
1161,528
1162,699
1163,756
1164,769
1165,926
1166,1152
1167,1498
1168,1698
1169,2249
1170,2532
1171,2836
1172,2947
1173,3496
1174,114
1175,388
1176,526
1177,685
1178,723
1179,795
1180,992
1181,1029
1182,1158
1183,1302
1184,1342
1185,1467
1186,1657
1187,1674
1188,1731
1189,1765
1190,2002
1191,2164
1192,2188
1193,2201
1194,2576
1195,2744
1196,2787
1197,3040
1198,3275
1199,3376
1200,4333
1201,4481
1202,4961
1203,87
1204,113
1205,270
1206,382
1207,433
1208,504
1209,516
1210,520
1211,624
1212,641
1213,669
1214,681
1215,784
1216,812
1217,1040
1218,1102
1219,1424
1220,1624
1221,1955
1222,1977
1223,2191
1224,2505
1225,2644
1226,2803
1227,2866
1228,3039
1229,3109
1230,4599
1231,254
1232,626
1233,1121
1234,1450
1235,1858
1236,2331
1237,2442
1238,346
1239,413
1240,420
1241,576
1242,577
1243,620
1244,1212
1245,1372
1246,1392
1247,1909
1248,2156
1249,2444
1250,2674
1251,3682
1252,1131
1253,189
1254,218
1255,365
1256,385
1257,400
1258,442
1259,463
1260,541
1261,550
1262,559
1263,600
1264,653
1265,671
1266,734
1267,740
1268,785
1269,807
1270,834
1271,919
1272,920
1273,958
1274,995
1275,1025
1276,1060
1277,1084
1278,1229
1279,1258
1280,1284
1281,1378
1282,1422
1283,1604
1284,1828
1285,2051
1286,2159
1287,2170
1288,2327
1289,2573
1290,2816
1291,2846
1292,2859
1293,2862
1294,3007
1295,3156
1296,3224
1297,3356
1298,3360
1299,3507
1300,3602
1301,3605
1302,3630
1303,3735
1304,3740
1305,3754
1306,3773
1307,3799
1308,3811
1309,3963
1310,4373
1311,4528
1312,4580
1313,4652
1314,4768
1315,4820
1316,4921
1317,570
1318,800
1319,862
1320,1063
1321,1210
1322,1238
1323,1605
1324,2220
1325,3053
1326,3132
1327,3559
1328,4001
1329,192
1330,193
1331,220
1332,277
1333,349
1334,377
1335,424
1336,429
1337,485
1338,514
1339,523
1340,553
1341,587
1342,625
1343,663
1344,687
1345,696
1346,721
1347,729
1348,763
1349,777
1350,874
1351,886
1352,904
1353,922
1354,1017
1355,1038
1356,1068
1357,1125
1358,1138
1359,1171
1360,1257
1361,1285
1362,1303
1363,1321
1364,1330
1365,1390
1366,1395
1367,1461
1368,1491
1369,1536
1370,1545
1371,1564
1372,1565
1373,1612
1374,1650
1375,1651
1376,1678
1377,1744
1378,1756
1379,1851
1380,1949
1381,1957
1382,2083
1383,2147
1384,2308
1385,2364
1386,2499
1387,2539
1388,2566
1389,2585
1390,2593
1391,2715
1392,2737
1393,2745
1394,2754
1395,2888
1396,2891
1397,2894
1398,3003
1399,3078
1400,3094
1401,3234
1402,3355
1403,3361
1404,3368
1405,3537
1406,3589
1407,3792
1408,3861
1409,4043
1410,4554
1411,4583
1412,4679
1413,4714
1414,4783
1415,4835
1416,490
1417,621
1418,826
1419,1058
1420,1201
1421,1254
1422,1403
1423,1653
1424,1684
1425,1766
1426,1897
1427,1936
1428,1995
1429,2472
1430,2474
1431,2660
1432,2671
1433,2956
1434,3719
1435,4646
1436,355
1437,1548
1438,1742
1439,197
1440,674
1441,728
1442,2704
1443,356
1444,375
1445,453
1446,510
1447,552
1448,677
1449,711
1450,782
1451,809
1452,845
1453,1015
1454,1208
1455,1262
1456,1412
1457,1446
1458,1713
1459,2550
1460,3381
1461,3947
1462,198
1463,383
1464,425
1465,496
1466,543
1467,664
1468,665
1469,691
1470,702
1471,887
1472,889
1473,895
1474,931
1475,986
1476,1011
1477,1023
1478,1030
1479,1066
1480,1128
1481,1213
1482,1275
1483,1327
1484,1339
1485,1384
1486,1441
1487,1629
1488,1669
1489,1717
1490,1733
1491,1743
1492,1789
1493,1864
1494,1877
1495,1971
1496,2082
1497,2376
1498,2446
1499,2448
1500,2525
1501,2617
1502,2844
1503,2932
1504,2934
1505,2958
1506,2970
1507,3407
1508,3548
1509,3607
1510,3621
1511,3739
1512,3880
1513,4055
1514,4104
1515,4109
1516,4131
1517,4134
1518,4181
1519,4371
1520,4390
1521,4557
1522,4647
1523,4704
1524,4872
1525,4900
1526,4923
1527,4929
1528,247
1529,480
1530,578
1531,599
1532,615
1533,638
1534,701
1535,789
1536,790
1537,855
1538,989
1539,1067
1540,1117
1541,1181
1542,1232
1543,1419
1544,1460
1545,1693
1546,1758
1547,1835
1548,2382
1549,2543
1550,2560
1551,2642
1552,2935
1553,2940
1554,3159
1555,3970
1556,4111
1557,4534
1558,4981
1559,368
1560,686
1561,1018
1562,1062
1563,1203
1564,1217
1565,1535
1566,1610
1567,4138
1568,4271
1569,1176
1570,1494
1571,1546
1572,1696
1573,2333
1574,2464
1575,2535
1576,2652
1577,4016
1578,4417
1579,647
1580,881
1581,1001
1582,1221
1583,1637
1584,2377
1585,2608
1586,2858
1587,2980
1588,1426
1589,3728
1590,4221
1591,482
1592,1113
1593,3061
1594,4209
1595,4395
1596,454
1597,515
1598,603
1599,633
1600,679
1601,796
1602,910
1603,1075
1604,1222
1605,1393
1606,1799
1607,1825
1608,1906
1609,1944
1610,2437
1611,2517
1612,2905
1613,3544
1614,3679
1615,512
1616,1107
1617,1169
1618,2025
1619,897
1620,1051
1621,1590
1622,1798
1623,1845
1624,2476
1625,2553
1626,2776
1627,2813
1628,2820
1629,3060
1630,3456
1631,3938
1632,4153
1633,4220
1634,4381
1635,498
1636,652
1637,741
1638,849
1639,884
1640,1278
1641,1288
1642,1320
1643,1340
1644,1470
1645,2028
1646,2281
1647,2404
1648,2768
1649,2842
1650,2922
1651,3294
1652,3417
1653,3674
1654,4186
1655,4343
1656,4380
1657,4626
1658,4863
1659,1854
1660,3385
1661,527
1662,636
1663,700
1664,788
1665,816
1666,856
1667,914
1668,916
1669,933
1670,946
1671,957
1672,1059
1673,1130
1674,1389
1675,1640
1676,1688
1677,1702
1678,1722
1679,2252
1680,2622
1681,2833
1682,2898
1683,3031
1684,3332
1685,3393
1686,3410
1687,3429
1688,3749
1689,3967
1690,4268
1691,4362
1692,363
1693,936
1694,1407
1695,1998
1696,4498
1697,675
1698,923
1699,974
1700,1079
1701,1237
1702,1338
1703,1479
1704,1932
1705,2008
1706,2040
1707,2475
1708,2533
1709,2583
1710,2702
1711,3017
1712,3036
1713,3170
1714,3197
1715,3321
1716,3513
1717,3691
1718,4217
1719,4454
1720,4716
1721,4750
1722,4791
1723,4902
1724,354
1725,561
1726,583
1727,594
1728,883
1729,990
1730,1154
1731,1496
1732,3168
1733,869
1734,1012
1735,1127
1736,1472
1737,1626
1738,2496
1739,2796
1740,3073
1741,3130
1742,476
1743,579
1744,586
1745,695
1746,706
1747,839
1748,1039
1749,1082
1750,1088
1751,1122
1752,1187
1753,1240
1754,1423
1755,1514
1756,1583
1757,1587
1758,1663
1759,1903
1760,2052
1761,2259
1762,2663
1763,2665
1764,2795
1765,3161
1766,3169
1767,3253
1768,3549
1769,3686
1770,3712
1771,3790
1772,4098
1773,4115
1774,4256
1775,4489
1776,4670
1777,4683
1778,205
1779,325
1780,468
1781,738
1782,925
1783,998
1784,1161
1785,1266
1786,1287
1787,1313
1788,1354
1789,1550
1790,1716
1791,2121
1792,2228
1793,2231
1794,2554
1795,500
1796,568
1797,759
1798,1147
1799,221
1800,345
1801,402
1802,573
1803,731
1804,1009
1805,1026
1806,1145
1807,2103
1808,2379
1809,2581
1810,4073
1811,327
1812,379
1813,414
1814,747
1815,951
1816,1259
1817,1575
1818,2211
1819,2399
1820,3010
1821,3111
1822,3575
1823,3584
1824,4040
1825,4290
1826,4399
1827,4807
1828,4861
1829,549
1830,590
1831,611
1832,635
1833,794
1834,927
1835,1073
1836,1137
1837,1324
1838,1415
1839,1417
1840,1420
1841,1508
1842,1518
1843,1569
1844,1670
1845,1680
1846,1794
1847,1869
1848,1912
1849,1933
1850,1989
1851,2058
1852,2120
1853,2174
1854,2528
1855,2750
1856,2853
1857,3105
1858,3209
1859,3340
1860,3367
1861,3387
1862,3466
1863,3690
1864,3885
1865,3926
1866,4045
1867,4831
1868,443
1869,929
1870,2166
1871,2337
1872,643
1873,718
1874,750
1875,1541
1876,1804
1877,2132
1878,2140
1879,2286
1880,2887
1881,3112
1882,3229
1883,4593
1884,497
1885,852
1886,991
1887,1312
1888,1322
1889,1358
1890,1721
1891,1878
1892,1884
1893,1968
1894,2160
1895,2165
1896,2471
1897,2724
1898,3089
1899,3693
1900,3767
1901,3806
1902,3969
1903,4412
1904,683
1905,1228
1906,1382
1907,1730
1908,1745
1909,2687
1910,3195
1911,305
1912,417
1913,676
1914,859
1915,915
1916,1118
1917,1215
1918,1224
1919,1236
1920,1280
1921,1458
1922,1540
1923,1874
1924,1902
1925,1986
1926,2403
1927,3550
1928,529
1929,659
1930,797
1931,823
1932,846
1933,975
1934,1104
1935,1105
1936,1190
1937,1391
1938,1471
1939,1810
1940,1964
1941,2080
1942,2142
1943,3066
1944,3503
1945,3891
1946,4071
1947,4542
1948,4952
1949,780
1950,1032
1951,1110
1952,3900
1953,662
1954,1335
1955,2043
1956,432
1957,589
1958,678
1959,799
1960,825
1961,1041
1962,1109
1963,1156
1964,1164
1965,1173
1966,1325
1967,1521
1968,1687
1969,2251
1970,2419
1971,2529
1972,2699
1973,2723
1974,2774
1975,2857
1976,3077
1977,3127
1978,3281
1979,3893
1980,4551
1981,285
1982,448
1983,474
1984,522
1985,821
1986,1054
1987,1076
1988,1434
1989,1440
1990,1635
1991,1764
1992,2047
1993,2068
1994,2118
1995,2518
1996,2647
1997,2821
1998,3052
1999,3504
2000,3571
2001,3784
2002,3912
2003,4108
2004,4191
2005,4420
2006,609
2007,2366
2008,3081
2009,3291
2010,3921
2011,4027
2012,491
2013,850
2014,1442
2015,1615
2016,2455
2017,3382
2018,580
2019,648
2020,1000
2021,1044
2022,1119
2023,1178
2024,1286
2025,1468
2026,2036
2027,2076
2028,2109
2029,2421
2030,2804
2031,2984
2032,3119
2033,3647
2034,4274
2035,4472
2036,4494
2037,4586
2038,4957
2039,392
2040,571
2041,810
2042,981
2043,1200
2044,1396
2045,1573
2046,2409
2047,362
2048,937
2049,1056
2050,1207
2051,1239
2052,1532
2053,1720
2054,1942
2055,1982
2056,1997
2057,2317
2058,2424
2059,2469
2060,2584
2061,2707
2062,2732
2063,2808
2064,2917
2065,2967
2066,3133
2067,3134
2068,3183
2069,3264
2070,3416
2071,3517
2072,3586
2073,3634
2074,3684
2075,3700
2076,3714
2077,3830
2078,3984
2079,4154
2080,4563
2081,436
2082,566
2083,616
2084,694
2085,1307
2086,1699
2087,2486
2088,2582
2089,4428
2090,1120
2091,1697
2092,3898
2093,689
2094,766
2095,3805
2096,4292
2097,4736
2098,994
2099,1081
2100,1141
2101,1191
2102,1206
2103,1369
2104,1492
2105,1838
2106,1904
2107,1922
2108,2013
2109,2017
2110,2085
2111,2169
2112,2586
2113,2876
2114,3255
2115,3292
2116,3420
2117,3751
2118,3759
2119,3925
2120,4069
2121,4196
2122,4289
2123,4837
2124,4901
2125,4927
2126,861
2127,893
2128,2029
2129,4971
2130,451
2131,495
2132,773
2133,819
2134,840
2135,961
2136,1031
2137,1177
2138,1270
2139,1478
2140,1576
2141,1913
2142,2093
2143,2204
2144,2329
2145,3092
2146,3274
2147,3564
2148,3568
2149,3611
2150,562
2151,569
2152,1183
2153,1269
2154,1638
2155,2572
2156,2631
2157,2855
2158,3165
2159,3612
2160,4163
2161,1149
2162,1505
2163,1735
2164,2729
2165,4423
2166,602
2167,673
2168,714
2169,851
2170,866
2171,1293
2172,1387
2173,1457
2174,1570
2175,1710
2176,1868
2177,2056
2178,2429
2179,2594
2180,2868
2181,3325
2182,3490
2183,4282
2184,294
2185,1042
2186,2059
2187,1524
2188,1632
2189,3251
2190,820
2191,830
2192,934
2193,1070
2194,1780
2195,2458
2196,3766
2197,574
2198,1234
2199,1301
2200,1806
2201,2168
2202,3835
2203,479
2204,870
2205,877
2206,978
2207,1046
2208,1108
2209,1150
2210,1261
2211,1373
2212,1568
2213,1611
2214,1727
2215,1747
2216,1823
2217,2000
2218,2030
2219,2084
2220,2102
2221,2106
2222,2181
2223,2222
2224,2468
2225,2606
2226,2621
2227,2649
2228,2800
2229,2810
2230,2848
2231,3135
2232,3347
2233,3600
2234,3737
2235,4141
2236,4246
2237,4643
2238,4741
2239,4803
2240,808
2241,1233
2242,1511
2243,2129
2244,2306
2245,2614
2246,3500
2247,4697
2248,1114
2249,1199
2250,1256
2251,1402
2252,1474
2253,2834
2254,3959
2255,398
2256,399
2257,713
2258,947
2259,1410
2260,1594
2261,1700
2262,1925
2263,3210
2264,3315
2265,435
2266,892
2267,1043
2268,1430
2269,1585
2270,1634
2271,1926
2272,1958
2273,2055
2274,2611
2275,2627
2276,2639
2277,3641
2278,3851
2279,4795
2280,833
2281,1777
2282,2274
2283,2332
2284,3047
2285,582
2286,1050
2287,1464
2288,640
2289,725
2290,891
2291,1101
2292,1428
2293,4332
2294,888
2295,949
2296,1162
2297,1235
2298,1281
2299,2569
2300,2886
2301,3096
2302,950
2303,1351
2304,1433
2305,1715
2306,2467
2307,3661
2308,885
2309,938
2310,1028
2311,1469
2312,1844
2313,1975
2314,2158
2315,2426
2316,3462
2317,805
2318,1065
2319,2434
2320,2459
2321,735
2322,1218
2323,1250
2324,2048
2325,2119
2326,2141
2327,2735
2328,3011
2329,3154
2330,3828
2331,4720
2332,774
2333,776
2334,829
2335,945
2336,973
2337,1116
2338,1231
2339,1364
2340,1763
2341,1980
2342,2050
2343,2264
2344,2658
2345,2921
2346,1534
2347,1895
2348,2097
2349,2607
2350,3322
2351,3853
2352,841
2353,1447
2354,1771
2355,2504
2356,4759
2357,1091
2358,1481
2359,1592
2360,1660
2361,2210
2362,2372
2363,627
2364,736
2365,954
2366,1308
2367,1317
2368,941
2369,1914
2370,2101
2371,2743
2372,3181
2373,3350
2374,4429
2375,1539
2376,1618
2377,1701
2378,2150
2379,2645
2380,2761
2381,1126
2382,1172
2383,1525
2384,1557
2385,1600
2386,3027
2387,3765
2388,4710
2389,2078
2390,3107
2391,1443
2392,1803
2393,2037
2394,2236
2395,4666
2396,4919
2397,684
2398,1225
2399,1356
2400,1834
2401,2173
2402,2393
2403,2777
2404,3581
2405,4238
2406,4284
2407,882
2408,1603
2409,3014
2410,982
2411,1397
2412,4531
2413,977
2414,1552
2415,1889
2416,2523
2417,605
2418,733
2419,775
2420,1230
2421,1294
2422,1614
2423,1703
2424,1776
2425,2012
2426,2703
2427,2882
2428,3617
2429,4015
2430,4077
2431,4270
2432,4786
2433,1074
2434,1510
2435,2435
2436,3190
2437,3324
2438,3574
2439,1292
2440,1654
2441,1836
2442,2107
2443,2144
2444,2270
2445,2338
2446,2367
2447,2431
2448,3782
2449,860
2450,896
2451,1159
2452,1797
2453,1841
2454,1873
2455,1987
2456,2427
2457,2601
2458,2629
2459,3141
2460,3777
2461,3807
2462,3855
2463,4061
2464,4241
2465,4675
2466,4739
2467,4813
2468,584
2469,1090
2470,1343
2471,2113
2472,2676
2473,2771
2474,4744
2475,1244
2476,1405
2477,1167
2478,1314
2479,1543
2480,2026
2481,3910
2482,222
2483,712
2484,1759
2485,2009
2486,2313
2487,2534
2488,2638
2489,3860
2490,3960
2491,1436
2492,1578
2493,1817
2494,1960
2495,2123
2496,2402
2497,3460
2498,3671
2499,284
2500,501
2501,1132
2502,1193
2503,1333
2504,1500
2505,1887
2506,3519
2507,654
2508,1136
2509,1425
2510,2137
2511,2794
2512,1086
2513,2172
2514,2187
2515,1495
2516,2296
2517,2456
2518,3606
2519,4167
2520,815
2521,838
2522,1124
2523,1247
2524,1636
2525,1645
2526,1664
2527,1855
2528,1940
2529,2391
2530,1360
2531,3237
2532,1265
2533,2380
2534,2852
2535,3371
2536,3468
2537,3608
2538,4505
2539,630
2540,1016
2541,1375
2542,1399
2543,1449
2544,1846
2545,2277
2546,3088
2547,3318
2548,3375
2549,3518
2550,3676
2551,3988
2552,4438
2553,4453
2554,4879
2555,1357
2556,1579
2557,1732
2558,1772
2559,2318
2560,2362
2561,2481
2562,2641
2563,2643
2564,3230
2565,3331
2566,3783
2567,4279
2568,1098
2569,2755
2570,2889
2571,3065
2572,3287
2573,969
2574,1606
2575,1775
2576,2428
2577,2514
2578,3813
2579,1241
2580,1253
2581,2167
2582,2203
2583,2273
2584,2461
2585,3452
2586,3961
2587,4433
2588,786
2589,1053
2590,1099
2591,1580
2592,2752
2593,2909
2594,3055
2595,3201
2596,3259
2597,4452
2598,939
2599,1024
2600,1196
2601,1388
2602,1584
2603,3166
2604,4125
2605,2454
2606,3142
2607,751
2608,764
2609,1528
2610,1783
2611,1934
2612,2415
2613,3150
2614,3446
2615,3845
2616,4665
2617,898
2618,1675
2619,2004
2620,2445
2621,3076
2622,3268
2623,1352
2624,1439
2625,1992
2626,2326
2627,2450
2628,3582
2629,1773
2630,2538
2631,1142
2632,2094
2633,2134
2634,2347
2635,2711
2636,3131
2637,3184
2638,3243
2639,4057
2640,4093
2641,4641
2642,4848
2643,4894
2644,1045
2645,1800
2646,1871
2647,2407
2648,2559
2649,3422
2650,3556
2651,3928
2652,4034
2653,1455
2654,2357
2655,3203
2656,3854
2657,4881
